Entity,branch location,rental_duration_days,location_type,Vehicle_Make_Model,Vehicle_Group,price_SAR,is_loyalty_available
Theeb,"Abha, Airport Abha",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Abha, Airport Abha",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Abha, Airport Abha",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Airport Taif",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Airport Taif",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Airport Taif",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Airport Taif",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Airport Taif",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Airport Taif",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Airport Jazan",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Airport Jazan",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Airport Jazan",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Airport Jazan",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Airport Jazan",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Airport Jazan",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Airport Al baha",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Airport Al baha",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Airport Al baha",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Airport Al baha",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Airport Al baha",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Airport Al baha",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Tabuk City",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Tabuk City",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Tabuk City",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Tabuk City",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Tabuk City",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Tabuk City",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Airport Najran",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Airport Najran",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Airport Najran",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Airport Najran",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Airport Najran",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Airport Najran",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Airport Tabuk",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Airport Tabuk",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Airport Tabuk",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Airport Tabuk",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Airport Tabuk",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Tabuk, Airport Tabuk",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Qassim, Airport Qaseem",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Qassim, Airport Qaseem",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Qassim, Airport Qaseem",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Qassim, Airport Qaseem",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Qassim, Airport Qaseem",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Qassim, Airport Qaseem",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Hail, Airport Hail",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Hail, Airport Hail",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Hail, Airport Hail",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Hail, Airport Hail",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Hail, Airport Hail",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Hail, Airport Hail",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Al Baha",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Al Baha",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Al Baha",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Al Baha",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Al Baha",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Baha, Al Baha",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Fayhaa Jeddah",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Fayhaa Jeddah",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Fayhaa Jeddah",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Fayhaa Jeddah",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Fayhaa Jeddah",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Fayhaa Jeddah",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Najran",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Najran",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Najran",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Najran",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Najran",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Najran, Najran",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"AlKharj, Al Samer Jeddah",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"AlKharj, Al Samer Jeddah",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"AlKharj, Al Samer Jeddah",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"AlKharj, Al Samer Jeddah",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"AlKharj, Al Samer Jeddah",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"AlKharj, Al Samer Jeddah",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 5",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 5",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 5",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 5",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 5",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 5",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Abha, Military City Road Abha",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Abha, Military City Road Abha",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Abha, Military City Road Abha",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Abha, Military City Road Abha",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Abha, Military City Road Abha",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Abha, Military City Road Abha",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Dammam, Azizia Al Khobar",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Dammam, Azizia Al Khobar",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Dammam, Azizia Al Khobar",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Dammam, Azizia Al Khobar",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Dammam, Azizia Al Khobar",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Dammam, Azizia Al Khobar",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Arubah Riyadh",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Arubah Riyadh",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Arubah Riyadh",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Arubah Riyadh",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Arubah Riyadh",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Arubah Riyadh",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Madina Al Munawara, Malik Abdul Aziz Madina Munawara",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Madina Al Munawara, Malik Abdul Aziz Madina Munawara",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Madina Al Munawara, Malik Abdul Aziz Madina Munawara",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Madina Al Munawara, Malik Abdul Aziz Madina Munawara",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Madina Al Munawara, Malik Abdul Aziz Madina Munawara",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Madina Al Munawara, Malik Abdul Aziz Madina Munawara",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Al Yarmuk Riyadh",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Al Yarmuk Riyadh",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Al Yarmuk Riyadh",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Al Yarmuk Riyadh",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Al Yarmuk Riyadh",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Al Yarmuk Riyadh",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Amal Jeddah",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Amal Jeddah",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Amal Jeddah",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Amal Jeddah",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Amal Jeddah",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Al Amal Jeddah",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Terminal 1 Jeddah Airport",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Terminal 1 Jeddah Airport",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Terminal 1 Jeddah Airport",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Terminal 1 Jeddah Airport",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Terminal 1 Jeddah Airport",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jeddah, Terminal 1 Jeddah Airport",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Makkah, Mecca - 3rd Ring Rd.",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Makkah, Mecca - 3rd Ring Rd.",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Makkah, Mecca - 3rd Ring Rd.",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Makkah, Mecca - 3rd Ring Rd.",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Makkah, Mecca - 3rd Ring Rd.",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Makkah, Mecca - 3rd Ring Rd.",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Marad-AlTaif",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Marad-AlTaif",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Marad-AlTaif",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Marad-AlTaif",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Marad-AlTaif",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Taif, Marad-AlTaif",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Neom, Neom Airport",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Neom, Neom Airport",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Neom, Neom Airport",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Neom, Neom Airport",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Neom, Neom Airport",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Neom, Neom Airport",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Laban Valley-Riyadh",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Laban Valley-Riyadh",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Laban Valley-Riyadh",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Laban Valley-Riyadh",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Laban Valley-Riyadh",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Laban Valley-Riyadh",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Ula, Al Ula",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Ula, Al Ula",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Ula, Al Ula",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Ula, Al Ula",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Ula, Al Ula",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Ula, Al Ula",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 1",1_day,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 1",1_day,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 1",7_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 1",7_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 1",30_days,Airport,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Ar Riyadh, Riyadh Airport Terminal 1",30_days,Airport,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Abu Arish",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Abu Arish",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Abu Arish",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Abu Arish",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Abu Arish",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Jizan, Abu Arish",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Khobar, Rakah Al Khobar",1_day,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Khobar, Rakah Al Khobar",1_day,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Khobar, Rakah Al Khobar",7_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Khobar, Rakah Al Khobar",7_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Khobar, Rakah Al Khobar",30_days,Downtown,Chevrolet تاهو-LS4X4-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
Theeb,"Al Khobar, Rakah Al Khobar",30_days,Downtown,Audi Q5 2.0L BLACK EDITION-2023-1-A,SUV Sprt Ut Vehicle,850,Yes
